Formulator seul,MLP,Student,Gaussian
0.3576644914490836,0.39974586559193476,0.38671351756368366,0.36540209501981735
0.20964866237980978,0.36908762263400213,0.22759864692177093,0.22756663603442057
0.13235232446874892,0.3460409151656287,0.13109799261604035,0.13867597148886748
0.12473881138222558,0.3259697822587831,0.11936900525220803,0.1228962777448552
0.12321616177048002,0.3073399396879332,0.11821711595569338,0.11863017507961818
0.12194288708269596,0.288798555199589,0.11773706440414701,0.11724603069680077
0.12118140182324819,0.2705862915941647,0.11706910362201077,0.1162262920822416
0.12108630394296986,0.2547976885523115,0.11635700054466724,0.11494241548436028
0.12086436179067407,0.23755044596535818,0.11593642085790634,0.1142515939261232
0.12045994773507118,0.22210523911884852,0.11444645375013351,0.11293669736811093
0.12093618059796947,0.20716195234230586,0.11396060777562005,0.1117983992610659
0.1206856726535729,0.19421046120779856,0.11303555087319442,0.1111672573855945
0.12165644578635693,0.18203154153057508,0.11263269931077957,0.11036944229687963
0.12150852089481694,0.1704614713255848,0.11201076422418867,0.10983237091984067
0.12160539999604225,0.16102181800774165,0.11164688026266438,0.10871046222746372
0.12168596658323493,0.15276965206222876,0.11078668332525662,0.10830118400709969
0.12205892402146544,0.14642710531396524,0.10971381009689399,0.10780418185251099
0.12232663562255246,0.14057709303285396,0.10955699346959591,0.10802801858101573
0.12236269909356322,0.13544637975948198,0.10901550868792194,0.10797154238181454
0.12283428093152386,0.13170375994273595,0.1084375719406775,0.10740304472190994
0.1225362518536193,0.12860438866274698,0.10790982283651829,0.10688721042658601
0.12293938627200467,0.12508052667336805,0.10723033547401428,0.10727151669561863
0.1231366547622851,0.12370001471468381,0.10684707601155553,0.10677717439830303
0.12308174557983875,0.12204552441835403,0.1059548029942172,0.1061431523412466
0.12311266176402569,0.12073307963354248,0.10540128446051053,0.10602493610765253
0.12293737701007298,0.11876241144325052,0.10533712538225311,0.1053909563592502
0.12321122948612485,0.11904596936489854,0.10472413870905127,0.10573790781199932
0.12295618972608022,0.11736629158258438,0.10402190099869456,0.10572676679917745
0.12342522692467485,0.11681417455630642,0.10389882964747292,0.10564009552555424
0.12340325516249452,0.11599694032754217,0.10328471447740283,0.1051673883838313
0.12289621175399848,0.11494186387530395,0.10336186976305076,0.10477897524833679
0.12318343642566885,0.11465300832475935,0.10242345263915402,0.10479454855833735
0.12335484474897385,0.11450494320264884,0.10243571256952626,0.10478829486029488
0.12320221295314175,0.11403225814657551,0.10190029575356416,0.10478334554604121
0.12322875165513583,0.11297211769436087,0.10162111132272653,0.1047046732689653
0.12301272632820266,0.1124546519879784,0.10200709689940725,0.10449867216604096
0.12295306979545526,0.11301485848213945,0.1014417154448373,0.1043624420251165
0.12321293114551476,0.11223814130893775,0.10144467359142643,0.10393612193209785
0.12299836879330021,0.11145133072776454,0.10107253944235188,0.10400888962405068
0.12295804704938616,0.11108047488544669,0.10079483341957841,0.10341464355587959
0.12305290544671672,0.11037367449275085,0.10078309449766364,0.10297539404460362
0.12309385277330875,0.11077780329755374,0.10036977992526122,0.10280670571540083
0.12298337689467839,0.10994614022118705,0.10021963928427015,0.1029578261077404
0.12293599785438605,0.10990190426153797,0.1001469607331923,0.10239930051778044
0.1230356190353632,0.1096485321010862,0.10013370960950851,0.10214902779885701
0.12315155938267708,0.10913662000426225,0.0997583099773952,0.10186693843986307
0.12295649972345148,0.10905582830309868,0.09973531535693578,0.10199735526527677
0.12307484953531198,0.10900009396885123,0.09913273474999837,0.10137761464076382
0.12283509198044028,0.1089025376630681,0.09919386649770397,0.1012456329273326
0.12281838671437331,0.107815737969109,0.09891323851687568,0.10119871502476079
0.12288761378398963,0.10734945642096656,0.09882020870489734,0.10102367906698159
0.12267307883926801,0.10763862675854138,0.09875604350652013,0.10085407245372023
0.12289918506784099,0.10709694187555995,0.09859531239739486,0.10075190822993006
0.12266575412026473,0.1069335224373,0.09827410722417491,0.10053039022854396
0.12267097883990832,0.1067197687391724,0.09854965337685176,0.10046171476798398
0.12272940815559455,0.10600932873785496,0.09811840339430741,0.10020934125142437
0.12250025809875556,0.1060476481382336,0.0981688028467553,0.09982675952570778
0.12260227517357894,0.1057441479393414,0.09790760731058461,0.10007928444870881
0.1226227046655757,0.10570584982633591,0.09772360723997865,0.09961670743567604
0.12243653754038471,0.10540681305740561,0.09782939324421543,0.09955876480255808
0.12253753787704877,0.10516594376947198,0.09741593684468951,0.09943582223994392
0.12257326846676213,0.10514239328248161,0.0973500981926918,0.09936856531671115
0.12233612313866615,0.10481986829212733,0.09725010554705348,0.0990458761474916
0.1222648758973394,0.10433678435427803,0.09715200322014945,0.09895638136991433
0.1223521897835391,0.10429263966424125,0.09721078723669052,0.09891585712986332
0.12224435407136168,0.10416253602930478,0.0970897911382573,0.09861996477203709
0.1221974388297115,0.1038469108087676,0.09698715300432273,0.09848577263099807
0.12209462693759374,0.10366191422300679,0.09679313908730235,0.09829056502452918
0.12200741070721831,0.10346548897879464,0.09711953545255321,0.09858650448066848
0.12207182363740035,0.1033986107047115,0.09658606589904853,0.0979454613157681
0.1220765592796462,0.10309200121888093,0.0969104538006442,0.09800820771072592
0.12200262237872396,0.10254060982593469,0.09680961498192378,0.09802959566669804
0.12204436611916337,0.10225152650049754,0.09651294989245278,0.09792470612696239
0.1219131023223911,0.10217615882200855,0.09658164504383292,0.0978173166513443
0.12207414342888764,0.10241168471319335,0.09661250721131052,0.09761782416275569
0.12157912073390824,0.10217418415205819,0.09645841882697173,0.09766681758420807
0.12153506518474647,0.101993093000991,0.09626845616315093,0.09729192113237721
0.1214863338640758,0.10181677101978234,0.09624874857919556,0.0972393878868648
0.12156310783965248,0.10127311465995652,0.09617933151977402,0.09737445866422993
0.12174062909824508,0.10133912254657064,0.09610196176384177,0.09722735546529293
0.12128744434033122,0.10131615001176085,0.0961463451385498,0.09726075083017349
0.12153095778610025,0.10076219269207545,0.09585016699773925,0.09696215790297304
0.12133055739104748,0.10092236154845782,0.09577968370701585,0.09702095575630665
0.12142769965742316,0.1006497394825731,0.09582494412149702,0.09669386356004647
0.1215211980577026,0.10054105999214309,0.09548872629446643,0.09666288085281849
0.1213010022682803,0.09995042506073203,0.09572296722659043,0.09654130387519087
0.12119797563978604,0.1000592764467001,0.0957819050444024,0.09663815370627812
0.12120192764060837,0.09973162625517164,0.09537453976060663,0.09619629250041076
0.12116636096366815,0.09991292682077203,0.09533253924122878,0.09640800447336265
0.12102393247187138,0.09956936910748482,0.09546989681465286,0.096094208370362
0.12096987425216607,0.09945189340838365,0.09527424696300711,0.09624505761478629
0.12110775709152222,0.09955882972904614,0.09522671758064202,0.09596286820513862
0.12103771711034435,0.09908745757171086,0.09530113238309111,0.0960385836660862
0.12085282297006675,0.09904324822127819,0.09504454183791365,0.09599796496331692
0.12068953737616539,0.0989200206739562,0.0951382712061916,0.09589408364679132
0.12079879348831517,0.0986122049923454,0.09490480566663402,0.09583416794027601
0.12058564541595322,0.09855162751461778,0.0950241746114833,0.09576605233762946
0.12063081376254559,0.09844915595437799,0.0948274414986372,0.09587816148996353
0.12069732456335,0.0986176383282457,0.09469447524419852,0.09587977507284709
0.12061856660459723,0.09821312954383236,0.09480409803135055,0.09561926951365811
0.12055686036390918,0.09800910923097815,0.09488730185798236,0.09566074450101171
0.1204955532614674,0.0976148612265076,0.0946957107101168,0.09579204634896346
0.12035233447594303,0.0976489172982318,0.09463897719979286,0.09527661438499178
0.12027510202356748,0.09742721383060728,0.0944556745567492,0.09565478856010097
0.12030171549745969,0.09735079508806978,0.09457560841526304,0.0951498882578952
0.12037153967789241,0.09759324895484107,0.09468769707850047,0.09548154872442995
0.12015844668660845,0.09722629216100488,0.09447564823286873,0.09513523988425732
0.12013505372617926,0.09694806379931313,0.09434830876333374,0.09523512236773968
0.12001620020185198,0.09696658567658492,0.09452452750078269,0.09512291795441083
0.12012699885027749,0.09721446276775428,0.09443172147231442,0.09499298382018294
0.1200804135629109,0.09699511847325734,0.09433040954172611,0.09504792892507144
0.12006366146462304,0.0969450024089643,0.09420583636632987,0.09493004131530013
0.12008150054940156,0.09673801091100488,0.09432270510920457,0.09503291547298431
0.11993874503033501,0.09642471985093184,0.09426388570240565,0.09482779540121555
0.11996816950184959,0.09628848412207194,0.0943274452750172,0.09475592789905411
0.11977735534310341,0.0963019212441785,0.0940969857786383,0.09490197125290122
0.11981626759682383,0.09593057339744908,0.09420434225882802,0.09478981127696377
0.11982959934643336,0.09588920431477684,0.0941797558750425,0.09481900398220335
0.1197919872190271,0.09578205645084381,0.09411598236433097,0.09488431550562382
0.11979317239352635,0.09552900945501668,0.09397666901350021,0.09459630878908294
0.11954100962196078,0.09548680085156645,0.09410361892410687,0.09467672290546554
0.11950004632983889,0.09548256120511464,0.09395780095032283,0.09474718065134116
0.11963757526661668,0.09530376509896346,0.09392044773059231,0.09481581007795674
0.11948666029742785,0.09537855269653457,0.0937909542449883,0.09448267945221492
0.11948990715401513,0.09529424432132926,0.09394334735614913,0.09460069638277803
0.11949143399085317,0.09505320100912026,0.0939783262354987,0.09439145401120186
0.11941920300679547,0.09518299012311868,0.09373459672289235,0.09437023688639913
0.11943424280200686,0.09508715303880828,0.09389291490827288,0.09441988090319293
0.11949457520885128,0.09452314648245062,0.09380342678299972,0.09435719597552504
0.1194160697715623,0.09488074987062387,0.09390783549419471,0.09435831755399704
0.11929898176874433,0.09464081563055515,0.0936650290553059,0.09432863231216158
0.11927866403545652,0.09466488127197538,0.09364327176340989,0.09432778055114406
0.11929693844701562,0.09454288839229516,0.09348603497658457,0.09427340648003987
0.1191478603120361,0.0943107581032174,0.09366052065576826,0.09434021956154279
0.1190475725701877,0.09431449297283377,0.09366161881812982,0.09415609948337078
0.11929141783288547,0.09431117267480918,0.09357240955744471,0.09421629405447415
0.11902287868516785,0.0940566776054246,0.09360820108226367,0.09420077369681426
0.11904699461800712,0.09390073509088584,0.09345229688499655,0.09406787263495582
0.11896556456174169,0.09428017666297299,0.09336669397141252,0.09417843579181603
0.11882496172828334,0.09371307332600866,0.09339120584939208,0.09397118112870625
0.11893997181739126,0.09382597330425467,0.09351559914648533,0.09407706212784563
0.11897933722606727,0.0935416328055518,0.09328997720565115,0.09405062613742692
0.11894174266074385,0.09348741280181068,0.09340478692735944,0.09400284343532153
0.11872582882642746,0.09346721640654973,0.09345967029886586,0.09378206171095371
0.11867812329104968,0.09307856831167426,0.09321017776216779,0.09395407592611653
0.11879216799778598,0.09304889371352536,0.09326621490929808,0.09370556260858263
0.11881705453353268,0.09310433587857656,0.0931688134691545,0.09389712448631014
0.11877784212785107,0.09305313868182045,0.09344354937119144,0.09393161402216979
0.11862788908183575,0.09315968757229191,0.09312002547085285,0.0937095752784184
0.11866222827562264,0.09280271429036345,0.09320607568536486,0.09366780146956444
0.11847713589668274,0.09270097608012813,0.09321743675640651,0.09362731208758694
0.11863148797835622,0.09258729751620974,0.09310243465006351,0.09370141103863716
0.11848874869091171,0.09254948209439005,0.09305191625441823,0.09372482289161001
0.11858678023730006,0.09242955941174712,0.09336020558008126,0.0934137651430709
0.11871002215359892,0.09249088008488927,0.09304023294576577,0.09352087868111474
0.11842492781579494,0.09225279305662427,0.092930673754641,0.09337168240121432
0.11848341806658677,0.09182974722768579,0.09295307312692914,0.09340835522328104
0.11836889093475682,0.09204839436071259,0.0930871210460152,0.09333655477634498
0.11833821130650383,0.091782719162958,0.09291448444128036,0.09343991109303065
0.11827660644693035,0.09179775549897126,0.09305223317018577,0.09336098602839879
0.11829339446766036,0.09182314787592206,0.09299049898982048,0.09323981164821557
0.11834788721586977,0.09152201163981642,0.09293083713522979,0.09323482348450593
0.11826459744146892,0.0914143438317946,0.09292663367731231,0.09325920550950936
0.11817895780716624,0.0915717181882688,0.09290816714721066,0.09315352487776961
0.11814500418092523,0.0916764818664108,0.09278672933578491,0.09299549753112453
0.11814256092267376,0.09132681760404791,0.09290786406823567,0.09302296090338912
0.1180415962423597,0.09120941481419972,0.09288671799004078,0.09310538188687392
0.11819933620946747,0.09129251539707184,0.09287636461002487,0.09308818887387003
0.11815253379089492,0.09103303429271493,0.0926319347428424,0.09297383150884084
0.11800564426396574,0.0910923680556672,0.09271775824683053,0.09285737813583442
0.11828230081924371,0.0908511725387403,0.09265565579491002,0.09289299510419369
0.11789050751498767,0.09127939572291714,0.09263363453958716,0.09296745540840286
0.11807151005736419,0.09078287439686912,0.09259851995323386,0.09294572924929005
0.11785802351576942,0.0904248681451593,0.09281947011394161,0.09273431343691689
0.11785410530865192,0.09065218589135579,0.09258115451250758,0.09260800933199269
0.11788275066230978,0.09037086660308498,0.09245364155088152,0.09263930762452739
0.11810893937945366,0.0902168367590223,0.09254835120269231,0.09281523845025472
0.11788443901709147,0.0903961325862578,0.09255111749683108,0.09271729258554322
0.11795576608606748,0.09045660974723953,0.0925627773893731,0.09268399248165744
0.1178765342171703,0.0902836477117879,0.09249247530741352,0.0928118106509958
0.11785281689039298,0.09011006302067212,0.09255684539675713,0.09258572863680976
0.1177509142352002,0.08997956051358155,0.09248654278261322,0.09252388988222394
0.11782205982932023,0.08982933738401958,0.09232059919408389,0.09238840160625321
0.11791610158979893,0.08978871069848537,0.0923239876117025,0.09241123790187496
0.11774165529225554,0.08984035705881459,0.09251793899706431,0.09245720638760499
0.1178253987537963,0.08988158324999469,0.09221561492553779,0.09225113477025713
0.11771387447203908,0.08946814654128891,0.09232769400945731,0.09225956270737308
0.11777594339634691,0.0898667760193348,0.09214289779109615,0.09246600286236831
0.11766296864620276,0.08963769887174879,0.09237248876265117,0.09208542667329311
0.11757943672793252,0.08957960988794055,0.09242204550121512,0.09228478824453694
0.1176222919353417,0.08945627776639802,0.09227115048893861,0.09218698074775082
0.11755499403391566,0.0895162754292999,0.09223873700414385,0.09229351580142975
0.11754701499428068,0.08920277522078582,0.09220414156360286,0.092068917251059
0.11753535270690918,0.08924674482217856,0.09208288389657225,0.09199494682252407
0.11742629137422357,0.0892625344651086,0.0921721202986581,0.09199337767703193
0.11764435470104218,0.08918308040925435,0.09230449822332178,0.0918880429651056
0.11758225437785898,0.08901931372072015,0.09201385506561824,0.09200698004237243
0.11745609635753292,0.08897613334868636,0.09213793384177345,0.09193217009305954
0.11755951786679882,0.08895268850028515,0.0918277989008597,0.09191106339650494
0.11751041854066509,0.08888053095766477,0.09193899269614901,0.09177306480705738
0.11749394131558281,0.0892936180212668,0.0921375754156283,0.09184672231120723
0.11737468785473279,0.08850397861429624,0.09205793057169233,0.09176070908350605
0.11748071121318,0.0885350520589522,0.09189410348023687,0.09177932169820581
0.1173752269574574,0.08872051909565926,0.09189720664705549,0.09181991113083703
0.11720738373696804,0.088844451255032,0.09184555469879083,0.0915347651711532
0.11735507978924684,0.08859453509960856,0.09185280996773924,0.09184982042227473
0.1173660685973508,0.08853171579539776,0.09185580616550786,0.09150828394506659
0.117346853017807,0.08813221140631608,0.09184555762580462,0.09161584292139326
0.11724406347743102,0.08841930516064167,0.09180420903222901,0.09161800837942533
0.11716588320476669,0.08815167391938823,0.0918328126094171,0.0915770126240594
0.11708127840289048,0.08803186751902103,0.09186948756022113,0.09153241531125136
0.11721121865723814,0.08804999238678388,0.09172340056725911,0.09144066540258271
0.11696527445954936,0.08812181571764606,0.09188384270029408,0.09149014178131308
0.11701501533389091,0.08793777360447816,0.09170527782823358,0.09121864129390035
0.11710592226258346,0.08764506849859442,0.09165764041244984,0.09140136704913207
0.1171081302953618,0.08794288896024227,0.09169176327330726,0.09139157778450421
0.11711861193180084,0.08775470086506434,0.09156060910650662,0.09118178699697767
0.11711968534759112,0.08776547254196235,0.09143914628241744,0.09118222791169371
0.11713242876742568,0.0875386188605002,0.09161631683153766,0.09114838258496352
0.1171236557087728,0.08757647845361914,0.09160653608185905,0.09119301448975291
0.11694901729268688,0.08755993151238986,0.09154304888631616,0.09103080417428698
0.11716148124209472,0.08751526341906615,0.09159470269722599,0.09118330691541944
0.11699527927807399,0.08772315058325018,0.09140932134219579,0.09094826744071074
0.1170687832470451,0.08719159662723541,0.09144950684692178,0.09105682639139039
0.1170248445123434,0.08758312942726272,0.09139392737831388,0.09101911953517369
0.11694916284510068,0.08735438409660544,0.09138015178697449,0.0909256458814655
0.11701595064784799,0.08741420480821814,0.09132413912032332,0.09094561024435929
0.11689982137509755,0.08746861879314695,0.0912989838314908,0.09085164432014738
0.11701456377548831,0.08754494440342699,0.09135512076318264,0.09082139682556901
0.11689823626407556,0.08710594927625996,0.09133943649274963,0.09054746398968357
0.11689948397023338,0.0874078603727477,0.09131338527160031,0.0906594730913639
0.11686548457614013,0.08707083362553801,0.09111503431839603,0.09057597709553582
0.11668526407863412,0.08698190642254693,0.09115170660827841,0.09060074069670268
0.11689810960420541,0.08692292017596108,0.0912763239549739,0.0906248792473759
0.11675017699599266,0.08699314535728522,0.09114062679665429,0.09046725955392633
0.116734204813838,0.08679711392947606,0.09101711320025581,0.09049660180296216
0.11682717236024993,0.0864871543432985,0.09103017965597766,0.09053077229431697
0.11657497632716383,0.08662101493350097,0.0911262147128582,0.0902815293520689
0.11671481308128152,0.08654696228248733,0.0911053866147995,0.09030223478163991
0.11668227346880096,0.08660912699997425,0.091070826032332,0.09033496119081974
0.11663682040359293,0.08630037307739258,0.09095015616289207,0.09031477756798267
0.11660786824566978,0.08655751549771853,0.09104478944625173,0.09025630674191884
0.11652272540543761,0.08656365717095989,0.09085032689784255,0.0902151877858809
0.11666367894836835,0.08622444687145096,0.09095423269484725,0.09014831323708807
0.11664404347538948,0.08635410426982812,0.09101157395967416,0.09013231896928378
0.11649144919855255,0.08613451783146177,0.09099956947777953,0.09002474535788808
0.11649596212165696,0.08643101581505366,0.09081506463033813,0.08997163362801075
0.11653901982520308,0.08617619797587395,0.09079805495483535,0.08990389427968434
0.11661734511809689,0.08612703079623836,0.09076378015535218,0.09003475388245923
0.11650799667196614,0.08626548679811614,0.09069043291466576,0.08997109665402345
0.11651907062956265,0.08595139267189163,0.09096699740205492,0.08977920295936721
0.11656131808246885,0.08642198517918587,0.09066034188227994,0.08997911268046924
0.11647381394037179,0.08613562184785094,0.09070432079689843,0.08984670415520668
0.11634958003248487,0.08608774601348809,0.09056833705731801,0.08992438417460237
0.11634664636637483,0.08598272183111735,0.09089019522070885,0.08979980860437665
0.11653672611074788,0.08597234184188503,0.09067793988755771,0.0896845595645053
0.1164585743099451,0.08619567060044833,0.0905650651880673,0.0898379750017609
0.11629153575216021,0.08591485050107751,0.09058921757553305,0.08954378377114024
0.11638285565589156,0.08584219004426684,0.09049370592193944,0.08961149092231478
0.11622831198785986,0.08555731044283935,0.09059424937835761,0.08961002049701554
0.11621910147368908,0.08564163691231183,0.09060637812529292,0.08947859438402313
0.11640793643891811,0.08580967624272619,0.09043399670294353,0.0894577226468495
0.11630368472209998,0.08561434969305992,0.09035474434494972,0.08945873113615173
0.11626506995941911,0.08528045591499124,0.09052950942090579,0.08941698766180448
0.11632636535380568,0.08527183852025441,0.0904231361512627,0.0893344831253801
0.11629263338233743,0.08579666673072747,0.09024817257055215,0.08937039385948863
0.11620298107819897,0.08530388240303312,0.09038322179445199,0.08921423847121852
0.11627947645527976,0.08555298484861851,0.0904366746544838,0.08933945612183639
0.11610524702285017,0.0852648536009448,0.09028501994907856,0.08936605123536927
0.11628565272050244,0.08534726473901953,0.09024921325700623,0.08914699511868614
0.11634324437805585,0.08486190331833703,0.09017965809575149,0.08910242388291019
0.11617657568837915,0.08526353857346944,0.0902405469013112,0.08933228174490589
0.11620161070355348,0.085342069289514,0.09008004064006465,0.08926902817828315
0.11616093931453568,0.08527784209166255,0.09023482565368925,0.08907819486090116
0.11611250974237919,0.08498440895761762,0.0900865120014974,0.0891851545976741
0.11613016495747226,0.08518008887767792,0.09018462337553501,0.08912203993116107
0.11597770106579576,0.08473762710179601,0.09021384481872831,0.0889390188136271
0.11596147210470267,0.08513925064887319,0.08995889819094113,0.08893662584679467
0.11606527040047306,0.08499116583594254,0.09007064545793193,0.08895675066326346
0.1161124509360109,0.08511149484132018,0.09004819898733071,0.08897621237805911
0.11602956535560745,0.08476153548274722,0.09018686759684767,0.08883758900421006
0.1160061319491693,0.08517582927431379,0.09003812367362636,0.08894608329449381
0.11596540920436382,0.08485703782311507,0.08992539665528707,0.08866363950073719
0.11578996905258723,0.08489950027848993,0.08998123849076885,0.08873865434101649
0.11603999483798232,0.08498398001704897,0.08984450330691678,0.08874552484069552
0.11600012678120818,0.08485844757940088,0.0899819792913539,0.08863605665309089
0.11601590524826731,0.08454231013144765,0.0897277540394238,0.08871305441217762
0.11603732194219317,0.08478694648614951,0.08991619545434203,0.08854880982211658
0.1160678741122995,0.08450113928743772,0.08984795505447048,0.08867490743952137
0.11585241715822901,0.08448233907776219,0.08987289800175599,0.08863381296396255
0.11587717224444662,0.08447566788111414,0.08982780708798341,0.08856416014688355
0.11590509941535336,0.08462027619991984,0.08966139225023133,0.08850868152720588
0.11594598527465548,0.08463390144918646,0.08968331345490047,0.08860291540622711
0.11589412577450275,0.08474483873162951,0.0896202384361199,0.08839444816112518
0.11582199430891446,0.08445062408489841,0.0896815290408475,0.08836564581309046
0.11562689180885043,0.08455027373773712,0.08973674449537482,0.08854425485645022
0.11584554559418134,0.08424024576587337,0.08951071623180594,0.08833276480436325
0.11572922952473164,0.08451191788273198,0.08948974391179425,0.08836891954498631
0.11578161508909293,0.08455422999603408,0.08954555647713798,0.08816410095563956
0.11565680216465678,0.0841326250561646,0.08944226721567768,0.08828112137104784
0.11582801969988006,0.08476614872259754,0.08962657302618027,0.08820396129574094
0.11569873935409955,0.08400940549160753,0.08942949559007372,0.0880700128951243
0.11578686482139997,0.08413504383393697,0.08938181480126721,0.08819687419704028
0.11570145988038608,0.08415748764361654,0.08949249610304832,0.08803268601851803
0.11576468896652971,0.08419873166297163,0.089418089017272,0.08827227247612816
0.11566049286297389,0.08381609272743974,0.08944350614079408,0.08816562380109515
0.11560437987957682,0.08412235762391772,0.08934035498116698,0.08822696123804365
0.11572112063212055,0.08430022985807487,0.08928091238651957,0.08794943669012614
0.11566015173281942,0.08427577412554196,0.08934862938310419,0.0879007349056857
0.1156220015670572,0.08399931527674198,0.08917962333985738,0.08789584014032568
