MLP,Student,Gaussian
0.6637347627963338,0.6697596950190408,0.6370042754071099
0.6025561477456775,0.5641252483640399,0.5317572749086789
0.5789088255592755,0.7636588311621121,0.6755981360163007
0.5791101562125343,0.7837647242205483,0.7531513103416988
0.5616578406521252,0.7753460311463901,0.7396469424877848
0.5624503823263305,0.73167834430933,0.7198564612439701
0.5744099606360707,0.6918871370809418,0.6712621439780507
0.5757058975952012,0.7017043584159443,0.6720378207308906
0.6054893657565117,0.7181950477617127,0.6641675468002047
0.6189383396080562,0.6323313989809581,0.6154749691486359
0.6380831471511296,0.5915143841079303,0.6067188775965145
0.6650452060358865,0.6051022112369537,0.5909351089171001
0.6691503428987094,0.6032111176422664,0.6065572915332658
0.6970612896340234,0.5795273131557873,0.6052046098879406
0.7059810395751681,0.5678007145013128,0.5891223784003939
0.7191635178668159,0.5537284719092506,0.583389683493546
0.7202366877879415,0.5401130009974752,0.5763080843857357
0.686434920345034,0.5349268998418536,0.5545042604207993
0.6882384940981865,0.5102162031190736,0.5566994111452784
0.6979835384658405,0.49398443741457804,0.530623045350824
0.6898057843957629,0.4659645770277296,0.5269134917429515
0.696984982916287,0.4502248636313847,0.5222446843981743
0.6912442424467632,0.44140386900731493,0.5105433315038681
0.6688297822007111,0.417244658938476,0.5071587094238826
0.6688308034624372,0.40371830654995783,0.5025272486465318
0.6310364646571023,0.4073178789445332,0.48410352745226454
0.6158148891159466,0.41067260769861086,0.490099806870733
0.6106218679675034,0.3939023252044405,0.4739544561931065
0.5618944423539298,0.3994551290358816,0.45902251452207565
0.5871795830982072,0.36958652415445875,0.45800115913152695
0.5665571460766452,0.370391777583531,0.4572259145123618
0.5469750581043107,0.3744360932282039,0.4626074805855751
0.535557151905128,0.3708465290921075,0.45131869188376833
0.5241792308432716,0.3709565262709345,0.43520199613911764
0.5275005139410496,0.3614081197551319,0.42719166193689617
0.4964684902557305,0.36374303326010704,0.42409976358924595
0.48941110180956976,0.369941132409232,0.42707157135009766
0.4956956154533795,0.3603594904499395,0.39908977704388754
0.5024128364665168,0.35856239550880026,0.40032279597861425
0.48526106242622646,0.35734244914991514,0.38206450108970913
0.4642628915607929,0.35794989498598234,0.3743028087275369
0.46780806354113985,0.34922002043042866,0.3691274843045643
0.464005285607917,0.34605895036033224,0.36561016206230434
0.4612590968608856,0.3527470555688654,0.3562203879867281
0.4581914735691888,0.3371872045099735,0.35242723673582077
0.44040111345904215,0.320984241685697,0.34111252533538
0.4415369326514857,0.33847979456186295,0.34296800941228867
0.4442647413483688,0.32071031842912945,0.3326482166137014
0.4308873026498726,0.3322871098560946,0.33021093904972076
0.41629971670252935,0.3113058278603213,0.3336385765245983
0.42265509015747477,0.3028075689715998,0.32369986389364513
0.41958802725587574,0.294947548104184,0.31554022644247326
0.42089212366512846,0.2939409336873463,0.3220036295907838
0.41104065626859665,0.285871825580086,0.31439392800842014
0.4165658381368433,0.29070960570658955,0.315321434289217
0.427995648767267,0.27415417241198675,0.3106877064066274
0.40225260704755783,0.2838678003421852,0.30852728177394184
0.39817658226404873,0.2855138917054449,0.30891324100749834
0.3893353609102113,0.2808855596397604,0.31061909400991033
0.4087566110704626,0.2787008743200983,0.31129746990544455
0.3974236489406654,0.2675968419228281,0.31006625081811634
0.4085931394781385,0.27390880989176886,0.29511588492563795
0.384343293096338,0.26950403302907944,0.30807626407061306
0.3797633647918701,0.2627495287784508,0.2982003960226263
0.38579871292625156,0.2711482638759272,0.30541548718299183
0.37114461458155085,0.2665927862482412,0.2962281959397452
0.3735185888196741,0.26850123490606037,0.2925392245607717
0.3645306740488325,0.2618285268545151,0.29039565314139637
0.37093337146299227,0.26997445470520426,0.29690841266087126
0.354518432702337,0.25258657336235046,0.2844248547085694
0.35529331862926483,0.26859000963824137,0.2989869437047413
0.3551293616848333,0.2587165342909949,0.2849248418850558
0.35455068413700375,0.2573172168007919,0.28618951940110754
0.35749239580971853,0.2530126449252878,0.276814411261252
0.3559484082673277,0.25357489713600706,0.27517655970794813
0.35251794116837637,0.256666791758367,0.28434085313762936
0.341719565646989,0.25781782822949545,0.2738136739603111
0.33698169035570963,0.2537680779184614,0.27221179753541946
0.3574363871344498,0.2616923877171108,0.26723842482481686
0.3338037133216858,0.24730605419192994,0.2742031546575682
0.3405151537486485,0.2554830637361322,0.2669765220156738
0.362547011247703,0.23807381040283612,0.25974290392228533
0.34287896912012783,0.24297836742230824,0.27093651624662535
0.3313851154276303,0.25696767387645586,0.2650192922779492
0.33407911551850183,0.24732274349246705,0.26006890886596273
0.3297335585313184,0.2566724925168923,0.2562712175505502
0.3289346524647304,0.2529235524790628,0.26115639401333673
0.3368223245654787,0.2424705448959555,0.25503397786191534
0.32415306461708887,0.24265658589346067,0.2560704903943198
0.3268376099211829,0.2436452374926635,0.2555857928735869
0.33091582198228153,0.2416099783565317,0.2580791600048542
0.3341020297791277,0.2498109649334635,0.25669883510896135
0.3179617721055235,0.24045743367501668,0.24631112281765258
0.319175659013646,0.24712469056248665,0.24960625544190407
0.320549128311021,0.2398353980055877,0.24882408497588976
0.3065147969339575,0.23058123141527176,0.25429075796689304
0.3009556659630367,0.24660427974803106,0.2505104536456721
0.3073805927165917,0.2435902798814433,0.24832623026200704
0.29201725657497135,0.24003601180655615,0.2550895208758967
0.31122408381530214,0.24772619509271213,0.2377991804054805
0.3048662005790642,0.24289144043411529,0.2531441019049713
0.30572322596396717,0.23999691435268947,0.24638976156711578
0.3005568954561438,0.24007301138980047,0.25365992582270075
0.30309910007885527,0.24003365263342857,0.2335629809115614
0.3004614237163748,0.23978040846330778,0.2437382202063288
0.3024511268096311,0.23996358311602048,0.24469092541507312
0.315820753042187,0.240353634847062,0.2437135007764612
0.2975579872727394,0.23217872583440372,0.25474452706319944
0.30217643986855236,0.24172102234193257,0.24070593129311288
0.3019321374595165,0.23689814603754453,0.2435917497745582
0.3057526243584497,0.2334853857755661,0.23170234422598565
0.29952488413878847,0.23629535574998176,0.23854254771556174
0.29937983357480596,0.2466719150543213,0.23994547235114233
0.29946586063929964,0.23620236718228885,0.243541918694973
0.2957095759255545,0.23876617263470376,0.24666884222200938
0.30140474279012,0.23622693068214826,0.24006500148347446
0.30734669470361303,0.24122370034456253,0.23069880264145987
0.3128443935087749,0.2318602055311203,0.24783222430518695
0.289797701473747,0.23373790830373764,0.2377499613378729
0.29192399606108665,0.23851534192051208,0.2390306522803647
0.30242205411195755,0.23097968261156762,0.2463144271501473
0.2956268223268645,0.23377553107483046,0.23370871639677457
0.29928807222417425,0.23170590932880128,0.23612050605671747
0.291972031550748,0.24259561566369875,0.24326713329979352
0.2995156395648207,0.2269295741404806,0.23396718661699975
0.29695346685392515,0.23548727216465132,0.2353944932775838
0.3077093910958086,0.22878477296658925,0.2333952129951545
0.3063209110072681,0.2358295683349882,0.23522664553352765
0.293043315410614,0.22732421276824816,0.22843467178089277
0.2962083811206477,0.24042237177491188,0.22810722036021097
0.2989879069583757,0.23927079141139984,0.23340637130396708
0.2868370610688414,0.22850174350397928,0.23919807747006416
0.2956560929971082,0.24054583587816783,0.22916476215635026
0.2971209335540022,0.23098880797624588,0.2338740671319621
0.29106640815734863,0.23674515847648894,0.23941583505698613
0.2971831884767328,0.2322928352015359,0.24175367185047694
0.30505298184497015,0.23074443425451005,0.23193805239030293
0.29501701838203837,0.22987215699894087,0.23537611003432954
0.2972200890736921,0.23026198255164282,0.23589068544762476
0.3012634074049337,0.2367128362613065,0.22785470900791033
0.29435858343328747,0.2336846382490226,0.23064096059117997
0.29355560934969355,0.22493593128664152,0.22642623952456883
0.3058301072035517,0.22867429788623536,0.23320887503879412
0.2933665897165026,0.23135545903018542,0.2343971857002803
0.2951484705720629,0.23129493157778466,0.228854914861066
0.299916217901877,0.23355865425297193,0.2255960458091327
0.2874819529908044,0.2343770813729082,0.23715118052703993
0.2857793090598924,0.22954593864934786,0.22602035530975886
0.2975838604782309,0.2262592352926731,0.23231257232172148
0.2973328275339944,0.24113999466810906,0.22983696684241295
0.2888470749769892,0.21941646241715976,0.2301613571388381
0.2995018091584955,0.23598519286939076,0.22307025800858224
0.3032912484237126,0.22457688355020114,0.23472250625491142
0.3034316769668034,0.23105213897568838,0.23049711675516196
0.30726500174828936,0.22363755426236562,0.22906954692942755
0.29428108781576157,0.21757369807788304,0.22797501672591483
0.3096546897930758,0.22997310757637024,0.22636670566030911
0.2885421615626131,0.22792295845491545,0.2210626011448247
0.2953775131276676,0.22312880360654422,0.23051096445747785
0.29789734312466215,0.2256680748292378,0.22014578857592174
0.3129201536732061,0.2290299737027713,0.2209154133285795
0.30951691791415215,0.22553850657173566,0.23572903073259763
0.29637533532721655,0.2298587699021612,0.2227286621928215
0.3011260394539152,0.22729633482439177,0.2237028500863484
0.3015466162136623,0.22260778929506028,0.2140091210603714
0.3063992565231664,0.2255173735320568,0.22518315432327135
0.30801508256367277,0.22959317373377935,0.22368098582540238
0.287958666150059,0.22143718068088805,0.21974531028951919
0.28836896483387264,0.22721170314720698,0.22294014958398684
0.294290834239551,0.21961922571063042,0.2106743689094271
0.3049824833869934,0.22575609705277852,0.2270902544260025
0.30808095900075777,0.21846389078668185,0.22631710075906344
0.29184536689094137,0.22164249473384448,0.22434826142021588
0.2925761177071503,0.22828902517046248,0.22341309008853777
0.29382974335125517,0.22537584070648467,0.2215831226536206
0.28919755880321774,0.22283130192330905,0.22156226901071413
0.28535911813378334,0.22635621683938162,0.22830484807491302
0.2812675232333796,0.21916476264595985,0.22083252029759542
0.28774803185037207,0.22107239546520369,0.22134461413536752
0.27868680389864103,0.23422040790319443,0.22790908494165965
0.2733635412795203,0.21864500056420053,0.21568883902260236
0.2920536329703672,0.22655434108206204,0.22104976060135023
0.28578591133866993,0.2238612962620599,0.2163091041147709
0.2746358221130712,0.22838357729571207,0.2220211247248309
0.28300483897328377,0.2273041909294469,0.2243841742830617
0.27650791832378935,0.22089433350733348,0.22327110171318054
0.280829731374979,0.22607123213154928,0.211594930184739
0.2820633798837662,0.21819370027099336,0.2236080744436809
0.2708969808050564,0.23114231867449625,0.2218902882720743
0.2751522458025387,0.22640634062034742,0.218454153410026
0.2726617253252438,0.22319160667913301,0.2149537732558591
0.2737157280955996,0.227369809789317,0.22226054913231305
0.265721201098391,0.21805032449109213,0.217761114771877
0.2805613194193159,0.22035556180136545,0.22033833233373507
0.2677129219685282,0.22990539882864272,0.22270304071051733
0.27369934054357664,0.21771759380187308,0.22001958265900612
0.2750950594033514,0.22822941573602812,0.2213268168270588
0.2769183798560074,0.21838364803365298,0.216575170734099
0.27860696081604275,0.21534513948219164,0.22713678809148924
0.2642981436635767,0.22309924129928863,0.22925932332873344
0.26910453768713133,0.21849323862365314,0.21994804218411446
0.2654316984117031,0.21340325634394372,0.2241861495588507
0.26725914808256285,0.2280657243515764,0.21272383417401994
0.2661869701530252,0.2200600446334907,0.2186998464167118
0.26201349975807325,0.22626782208681107,0.22030372438686235
0.2699572427996567,0.2108634119587285,0.2180314739899976
0.26660920679569244,0.22953773502792632,0.22345470264554024
0.2736946583858558,0.22390725729720934,0.225057347544602
0.2821521099124636,0.22401583514043263,0.2355587152498109
0.26085079594382216,0.22016857298357145,0.21476757207087108
0.27190805811967167,0.2251233724611146,0.22480234397309168
0.2710286708814757,0.21500806084700994,0.22160477084772928
0.25603822618722916,0.22100527052368438,0.21312303096055984
0.26299540006688665,0.2137766874262265,0.22037771663495473
0.26454569665449007,0.22197888365813664,0.21272859509502137
0.26926045439073015,0.22534402832388878,0.2201450557581016
0.2693750895559788,0.22424905108554022,0.22026584457073892
0.26506197080016136,0.21971891820430756,0.22827746985214098
0.2638130650988647,0.22439610798444068,0.23044572664158686
0.2694448988352503,0.22367395992789949,0.22032887541822024
0.25928819818156107,0.2196257295353072,0.22723444125482015
0.27076512042965206,0.22546046812619483,0.22671622250761306
0.26177489491445677,0.22030160203576088,0.22382314130663872
0.2623828314244747,0.2210883737674781,0.22634764494640486
0.2712893837264606,0.21564569271036557,0.2238036511199815
0.2549443335405418,0.22291880313839232,0.2194185650774411
0.2699271509689944,0.22501852469784872,0.21928080703530992
0.26478365808725357,0.2213429393512862,0.22650874831846782
0.2631263408277716,0.21861223078199796,0.22841525290693557
0.26584659250719206,0.2236474289425782,0.21893894512738502
0.26940435117908884,0.2214550328041826,0.22002961486577988
0.2762856259942055,0.214661461434194,0.2226914188691548
0.2722443198519094,0.21691675909927913,0.22149823233485222
0.27249557471701075,0.21796266841036932,0.22735222668520041
0.26886291961584774,0.22660542279481888,0.218837743891137
0.2633587744619165,0.22218016109296254,0.21051422719444549
0.2580463024122374,0.21676399292690413,0.22703641280531883
0.2647134118846485,0.21838209086230823,0.22203845903277397
0.26558737669672283,0.22082250352416719,0.2319960336067847
0.27760908593024525,0.21501109802297183,0.21661664971283504
0.25840986307178226,0.2264143175312451,0.22351311785834177
0.25943334719964434,0.21389106315161502,0.23046359792351723
0.27095108798571993,0.21512228516595705,0.2144917430622237
0.26424740308097433,0.22015859186649323,0.21880272616233146
0.2619171126612595,0.22239508692707335,0.23422362229653768
0.2589070312678814,0.22085892888052122,0.22419614185179984
0.2655010521411896,0.22118442133069038,0.2239903642662934
0.257460034851517,0.2285165057650634,0.21811930569154875
0.26727065976176945,0.23177429235407285,0.2332552070064204
0.2641449288598129,0.21691768669656344,0.2240172784243311
0.26331288101417677,0.21921072687421525,0.23056935598807676
0.26917458325624466,0.22311348361628397,0.23703186799372947
0.2618418458317007,0.22373728081583977,0.22474095757518495
0.2616626875741141,0.21828768349119596,0.23005794574107444
0.25104692791189465,0.22215134810124124,0.21924656416688645
0.2606769087059157,0.21869623341730662,0.22912917445812905
0.2614357812064035,0.22331038915685245,0.2218711099454335
0.2483297511935234,0.2126635850540229,0.23059897497296333
0.2665690178317683,0.22120863837855204,0.2298112330692155
0.25093540123530794,0.21977141233427183,0.23135574162006378
0.26144033670425415,0.23104857546942575,0.2311917543411255
0.2634947693773678,0.22519283794931003,0.23201364065919602
0.2608519345521927,0.2164218830210822,0.2196391730436257
0.2694013315652098,0.22256132055606162,0.23555326142481395
0.26416298161659924,0.22328601937208856,0.22911732803497994
0.2538211350994451,0.2205284328332969,0.23030238013182366
0.26849716369594845,0.21880100614258222,0.2305344811507634
0.256596600902932,0.22099399140902928,0.2302160215164934
0.2543547158794744,0.21895210232053483,0.2369079403579235
0.2628036050924233,0.22248266637325287,0.22503166619156087
0.2588657433433192,0.2226259218794959,0.23263418301939964
0.25794659022774014,0.22149838081427983,0.22518715581723622
0.2528082494224821,0.2265625149011612,0.2269157517169203
0.2552754852388586,0.22608618597899163,0.23193989800555365
0.2512223848274776,0.21831814731870378,0.221111035240548
0.260830069226878,0.2214615105518273,0.23435923137835094
0.27029157855681013,0.22432355635932513,0.23701302920069015
0.2557431182691029,0.21984352064984186,0.23002040971602714
0.26627213614327566,0.2269617116877011,0.22537721427423613
0.2581391329211848,0.22281089850834437,0.21639210198606765
0.25884329048650606,0.21556617984814302,0.2269547682787691
0.2605210670403072,0.22502952814102173,0.23210887238383293
0.2697735567178045,0.2310401972915445,0.23664205840655736
0.2557477924440588,0.2186417936214379,0.2296792029270104
0.2612812545682703,0.22238713023918016,0.24027030063526972
0.2573077513703278,0.22870753439409391,0.22950074715273722
0.2645064799913338,0.22471181037170546,0.23530420873846328
0.26647489198616575,0.21313249692320824,0.22183900007179805
0.254514606403453,0.22798307186790875,0.23381773382425308
0.266034727117845,0.21531153257404054,0.23465951585343905
0.25842213364584105,0.2260730117559433,0.23389565731797898
0.24802926555275917,0.21740867995790072,0.23875642993620463
0.2643427588045597,0.22238043429596083,0.23365112128002302
0.2700980624982289,0.22165335129414285,0.23980931990912982
0.26382782948868616,0.21622484869190625,0.23754102843148367
0.25501796656421255,0.23458335495420865,0.22786443999835423
0.26330254546233584,0.2249040992132255,0.22782253101468086
0.2514720984867641,0.2253800933914525,0.2337822536272662
0.25998201380882946,0.22346339321562222,0.2452276689665658
0.24592946576220648,0.2152068428695202,0.2335066156727927
0.2564661486872605,0.22170251022492135,0.2274668418935367
0.2551894805261067,0.22531129898769514,0.2359645701944828
0.269931790551969,0.22761589820895875,0.2267989915396486
0.25617423919694765,0.21525541746190616,0.22793337862406457
0.27375672810844015,0.2270570094031947,0.23046012595295906
0.2631771569805486,0.22404066898993083,0.23151009742702758
0.25151832508189337,0.2213538507265704,0.2357832853283201
0.26728173930730137,0.22401234933308192,0.23721796327403613
0.2595771716109344,0.2262001255793231,0.2338757323367255
0.2579685204795429,0.22050820397479193,0.23602499067783356
